,Date_Time,Score,URL,IP,Length,digits,digit_ratio,Hyperlinks,Sus_Words
16258,2023-01-26 09:19:18,3.4,https://rush20.z13.web.core.windows.net/,52.239.170.33,40,4,0.1,0.0,1.0
16259,2023-01-26 09:19:17,2.2,https://royalmail.delay-info.com/,81.161.229.196,33,0,0.0,1.0,0.0
16271,2023-01-26 09:18:42,6.2,https://magazine.bbcomvoceju.com/magazine/,2606:4700:3034::6815:41f,42,0,0.0,2.0,0.0
16274,2023-01-26 09:18:37,5.6,https://link.uinsgd.ac.id/63i8p,103.55.33.21,31,3,0.0967741935483871,0.0,0.0
16284,2023-01-26 09:18:21,5.0,http://site-10072069-4876-5894.mystrikingly.com/,108.138.106.123,48,16,0.3333333333333333,6.0,0.0
16292,2023-01-26 09:17:55,6.0,https://indusmin.com/Bill.payment_M&T/,103.145.36.51,38,0,0.0,8.0,0.0
16293,2023-01-26 09:17:52,4.1,https://indusmin.com/Bill.payment_M&T,103.145.36.51,37,0,0.0,8.0,0.0
16320,2023-01-26 09:16:31,4.5,https://carleighmadeleine.com/work/office-new/,192.185.79.30,46,0,0.0,0.0,0.0
16323,2023-01-26 09:16:13,5.9,https://btweebley.weebly.com/,199.34.228.54,29,0,0.0,1.0,0.0
16324,2023-01-26 09:16:11,6.1,https://btinternetbgf.weebly.com/,199.34.228.54,33,0,0.0,12.0,0.0
16327,2023-01-26 09:16:04,6.0,https://bafybeiebzyue4jicj4wbv7rgtywe6xxyuinjhzqbrfite2wdsddrwnmlvm.ipfs.dweb.link/loginexcel.html,2602:fea2:2::1,98,5,0.05102040816326531,1.0,0.0
16328,2023-01-26 09:16:03,6.2,https://bafybeid6qnpgkixvi5az75bmone2r3btrtqy4wllvixiduauoyy2jbrx7a.ipfs.w3s.link/index%20(1).html,2606:4700::6812:1734,98,13,0.1326530612244898,0.0,0.0
16329,2023-01-26 09:16:01,4.0,https://attmail.boxmode.io/,2605:f480:997::208,27,0,0.0,6.0,0.0
16337,2023-01-26 09:15:44,1.9,https://accountsadmin.com/wp-content/upgrade/upgrade,172.104.40.185,52,0,0.0,9.0,0.0
16349,2023-01-26 09:15:21,2.1,http://repairservicepageprotection2023.rf.gd/,185.27.134.55,45,4,0.08888888888888889,0.0,0.0
16355,2023-01-26 09:15:11,5.7,http://primegaminglink.com/,185.244.151.84,27,0,0.0,1.0,1.0
16357,2023-01-26 09:15:05,4.3,http://orange817.yolasite.com/,104.18.0.251,30,3,0.1,0.0,0.0
16363,2023-01-26 09:14:54,3.0,http://ndnmag.fr/en/e6de78c95abee6980c7e386ddd662f71/execution.html?validation=e1s1,46.182.4.120,83,20,0.24096385542168675,0.0,0.0
16385,2023-01-26 09:14:15,5.3,http://ir53rd.web.app/,2620:0:890::100,22,2,0.09090909090909091,0.0,0.0
16401,2023-01-26 09:13:41,2.4,http://error403rd.royalwebhosting.net/,185.176.43.98,38,3,0.07894736842105263,0.0,0.0
16404,2023-01-26 09:13:37,4.4,http://document2-be2c0.web.app/,2620:0:890::100,31,3,0.0967741935483871,0.0,0.0
16408,2023-01-26 09:13:31,1.8,http://dfhfdgfdfgdfhdfg.hostfree.pw/,185.27.134.150,36,0,0.0,0.0,0.0
16419,2023-01-26 09:13:10,5.4,http://ch33184.tw1.ru/YAO/espace-client/Connexion.html,2a03:6f00:1::b039:d290,54,6,0.1111111111111111,25.0,0.0
16422,2023-01-26 09:13:05,1.5,http://canadapost-postescanada.netlify.app/,34.74.170.74,43,0,0.0,0.0,0.0
16437,2023-01-26 09:12:25,4.9,http://bankofus.blogspot.jp/,2607:f8b0:4006:81c::2001,28,0,0.0,7.0,0.0
16468,2023-01-26 07:47:00,2.2,https://sites.google.com/view/trapbatimport?pli=1,142.251.41.14,49,1,0.02040816326530612,3.0,0.0
16474,2023-01-26 06:11:48,2.0,https://slpostal.com/?p=wbolZ,159.65.203.248,29,0,0.0,4.0,0.0
16522,2023-01-25 22:49:46,3.0,https://verification-appeal-code.web.app/,2620:0:890::100,41,0,0.0,1.0,0.0
16539,2023-01-25 22:48:47,7.0,https://share.ebforms.com/6158639759360000,18.237.120.72,42,16,0.38095238095238093,0.0,1.0
16548,2023-01-25 22:47:34,5.7,https://roundcube0901.web.app/,199.36.158.100,30,4,0.13333333333333333,0.0,0.0
16549,2023-01-25 22:47:33,5.9,https://roundcube0901.firebaseapp.com/,2620:0:890::100,38,4,0.10526315789473684,0.0,0.0
16553,2023-01-25 22:47:30,5.5,https://roundcube09004.firebaseapp.com/,199.36.158.100,39,5,0.1282051282051282,0.0,0.0
16554,2023-01-25 22:47:29,6.2,https://roundcube09003.web.app/,2620:0:890::100,31,5,0.16129032258064516,0.0,0.0
16556,2023-01-25 22:47:27,5.7,https://roundcube09002.web.app/,199.36.158.100,31,5,0.16129032258064516,0.0,0.0
16590,2023-01-25 22:44:08,2.6,https://file-share-drive-folder-sharepoint-view.web.app/,2620:0:890::100,56,0,0.0,0.0,0.0
16591,2023-01-25 22:44:07,2.9,https://file-share-drive-folder-sharepoint-view.firebaseapp.com/,199.36.158.100,64,0,0.0,0.0,0.0
16603,2023-01-25 22:43:10,5.5,https://creencerater.firebaseapp.com/,199.36.158.100,37,0,0.0,1.0,0.0
16608,2023-01-25 22:42:58,4.3,https://cavaallerfort-8c1c9.web.app/,2620:0:890::100,36,3,0.08333333333333333,1.0,0.0
16615,2023-01-25 22:42:31,5.9,https://bancobs2empresas.web.app/,2620:0:890::100,33,1,0.030303030303030304,0.0,0.0
16619,2023-01-25 22:42:07,6.2,https://arstmping005.web.app/,2620:0:890::100,29,3,0.10344827586206896,0.0,0.0
16623,2023-01-25 22:42:01,6.2,https://arstmping003.web.app/,2620:0:890::100,29,3,0.10344827586206896,0.0,0.0
16626,2023-01-25 22:41:56,6.0,https://arstmping002.firebaseapp.com/,199.36.158.100,37,3,0.08108108108108109,0.0,0.0
16657,2023-01-25 22:39:04,3.6,http://axsronin-infinity.shop,185.239.210.56,29,0,0.0,0.0,0.0
16660,2023-01-25 21:32:07,7.2,http://www.woodandthimble.com/www.labanquepostale.fr/556d2c2647dc2cc/login.php,70.32.68.193,78,9,0.11538461538461539,0.0,0.0
16661,2023-01-25 21:32:06,6.2,http://www.woodandthimble.com/www.labanquepostale.fr/285d1349dd0f777/login.php,70.32.68.193,78,11,0.14102564102564102,0.0,0.0
16662,2023-01-25 21:32:05,6.7,http://www.woodandthimble.com/www.labanquepostale.fr/0dddf93ffc768de/login.php,70.32.68.193,78,6,0.07692307692307693,0.0,0.0
16669,2023-01-25 21:31:49,4.3,http://www.metamask004.com/,202.58.106.25,27,3,0.1111111111111111,24.0,1.0
16670,2023-01-25 21:31:46,6.8,http://www.lundbyplat.com/mmnnmm/900/,89.189.203.16,37,3,0.08108108108108109,0.0,0.0
16689,2023-01-25 21:31:05,3.6,http://warsa.bandungkab.go.id/OFFICE%202020%20DC/login.php?cmd=login_submit&,103.253.107.15,76,8,0.10526315789473684,0.0,0.0
16690,2023-01-25 21:31:03,3.6,http://uu-phald-login.mystrikingly.com/,18.164.124.48,39,0,0.0,25.0,0.0
16691,2023-01-25 21:31:00,5.3,http://uspsmaillingservice.com/,31.22.4.94,31,0,0.0,21.0,2.0
16698,2023-01-25 21:30:04,4.8,http://uppholdl0gin.mystrikingly.com/,18.164.124.48,37,1,0.02702702702702703,25.0,0.0
16699,2023-01-25 21:29:53,4.8,http://upisholdlogin-us.godaddysites.com/,76.223.105.230,41,0,0.0,1.0,0.0
16701,2023-01-25 21:29:51,4.8,http://upho1d10gin.mystrikingly.com/,18.164.124.61,36,3,0.08333333333333333,13.0,0.0
16702,2023-01-25 21:29:49,4.8,http://uph0ldlgins.mystrikingly.com/,18.164.124.37,36,1,0.027777777777777776,25.0,0.0
16704,2023-01-25 21:29:46,3.4,http://u1916494.cp.regruhosting.ru/,31.31.198.233,35,7,0.2,17.0,0.0
16705,2023-01-25 21:29:44,2.8,http://u1907716.cp.regruhosting.ru/sucarsal/,2a00:f940:2:2:1:4:0:101,44,7,0.1590909090909091,17.0,0.0
16709,2023-01-25 21:29:37,5.8,http://telkomserveurnam.flazio.com/,35.190.27.135,35,0,0.0,2.0,0.0
16710,2023-01-25 21:29:35,6.5,http://telekomlogin15gb.flazio.com/,35.190.27.135,35,2,0.05714285714285714,2.0,0.0
16714,2023-01-25 21:29:30,6.7,https://xemaybaotin.vn/wp-content/litespeed/ccss/au/bab572e/Login.php,103.116.104.238,69,3,0.043478260869565216,15.0,0.0
16717,2023-01-25 21:29:24,6.7,https://xemaybaotin.vn/wp-content/litespeed/ccss/au/7682afc/Login.php,103.116.104.238,69,4,0.057971014492753624,15.0,0.0
16718,2023-01-25 21:29:22,6.7,https://xemaybaotin.vn/wp-content/litespeed/ccss/au/4302ee6/Login.php,103.116.104.238,69,5,0.07246376811594203,15.0,0.0
16725,2023-01-25 21:29:01,6.1,https://www.solutionfun.info/landingpage/dd263864-38a2-466a-be2f-4e5ec6c5e042/h4XjRLS78F72QU74IK1Se9ikLVChbnQ8ZaA_owPvL4A,108.138.128.45,121,31,0.256198347107438,4.0,0.0
16730,2023-01-25 21:28:46,7.0,https://www.serviziofatturazione.com/m841x6167824h227093087659063170532995841/,105.147.236.238,78,37,0.47435897435897434,0.0,0.0
16768,2023-01-25 21:27:46,6.5,https://webtrack.transcaribe.com/un_c/RUn9nvS4vSZCYpvudLCXJt8mfQvG5Q8nvS4vSZCYpvudLCXJt8mfQvbNatedQ9rRRnN3PHzsEyE7zdmegvQbbWfyvM/account/kb/,74.208.236.39,140,10,0.07142857142857142,0.0,1.0
16770,2023-01-25 21:27:41,6.8,https://web.mtsn1siak.com/report-6686367/2fa.html,202.74.238.227,49,9,0.1836734693877551,8.0,0.0
16771,2023-01-25 21:27:39,5.6,https://web.mtsn1siak.com/report-6686367,202.74.238.227,40,8,0.2,24.0,0.0
16788,2023-01-25 21:27:04,4.8,https://uphold-loginzy.godaddysites.com/,76.223.105.230,40,0,0.0,1.0,0.0
16789,2023-01-25 21:27:02,2.5,https://uphold-lgin.jimdofree.com/,54.216.214.82,34,0,0.0,11.0,0.0
16790,2023-01-25 21:27:01,4.9,https://uphol1ogin.mystrikingly.com/,18.164.124.48,36,1,0.027777777777777776,25.0,0.0
16791,2023-01-25 21:26:59,4.4,https://uph0ldlgin.mystrikingly.com/,18.164.124.37,36,1,0.027777777777777776,24.0,0.0
16792,2023-01-25 21:26:57,3.7,https://updateform-rec.myportfolio.com/,151.101.128.119,39,0,0.0,0.0,0.0
16842,2023-01-25 21:25:15,6.8,https://secure-monitor.com/route/8e7069231eaf20b0949b37ed980c632e64a2936a/,64.191.166.198,74,28,0.3783783783783784,1.0,0.0
16858,2023-01-25 21:24:41,6.4,https://pold.builderallwppro.com/wp-admin/co/ce/sms.php,65.111.165.109,55,0,0.0,0.0,0.0
16883,2023-01-25 21:24:02,2.4,https://mtgtgq.webwave.dev/lib/mtgtgq/PO-ldbfx8je.html,185.30.124.158,54,1,0.018518518518518517,1.0,0.0
16885,2023-01-25 21:23:59,5.3,https://mrtg.emailpartners.net/a/e/v0k3no?cid=10622_0003&amp;amp;kbid=12205e&amp;amp;exid=,51.38.158.176,90,16,0.17777777777777778,0.0,0.0
16902,2023-01-25 21:23:20,3.0,https://limota.vn/provide/next/rss.mont/,45.124.87.103,40,0,0.0,5.0,0.0
16908,2023-01-25 21:23:10,3.3,https://kucoinloggup.godaddysites.com/,76.223.105.230,38,0,0.0,0.0,0.0
16917,2023-01-25 21:22:57,3.6,https://ipfs.io/ipfs/QmTWHRBdpZaKvWby6vsoTfBrabTrNV7wAkQoiNnc7GR9Y2/,2602:fea2:2::1,68,5,0.07352941176470588,0.0,0.0
16945,2023-01-25 21:22:26,3.3,https://hszlmi.webwave.dev/,185.73.228.142,27,0,0.0,0.0,0.0
16957,2023-01-25 21:22:06,4.0,https://gimini-login.godaddysites.com/,13.248.243.5,38,0,0.0,1.0,0.0
16976,2023-01-25 21:21:32,4.7,https://exceltec.com.sg/wz/nfculogon.html,101.100.209.35,41,0,0.0,21.0,1.0
16987,2023-01-25 21:21:04,6.0,http://secure.seccloud.direct.quickconnect.to/wordpress/wp-content/themes/twentytwentyone/soportecaxia/home/,37.201.132.146,108,0,0.0,0.0,0.0
16988,2023-01-25 21:21:03,4.6,http://secureato.a3realestate.com/personal.html,69.49.244.31,47,1,0.02127659574468085,1.0,0.0
16989,2023-01-25 21:21:02,5.1,http://secureato.a3realestate.com/otp.html,69.49.244.31,42,1,0.023809523809523808,1.0,0.0
16990,2023-01-25 21:21:01,5.1,http://secureato.a3realestate.com/otp2.html,69.49.244.31,43,2,0.046511627906976744,1.0,0.0
16991,2023-01-25 21:21:00,4.1,http://secureato.a3realestate.com/index2.html,69.49.244.31,45,2,0.044444444444444446,1.0,0.0
16992,2023-01-25 21:20:59,2.3,http://secureato.a3realestate.com/,69.49.244.31,34,1,0.029411764705882353,1.0,0.0
17000,2023-01-25 21:20:47,5.7,https://dw.lp.eu.mobilehub4u.com/lp/ro/mobilehub4u/CDWhatsApp/ok/,13.225.214.58,65,2,0.03076923076923077,0.0,0.0
17001,2023-01-25 21:20:45,4.6,https://diseyco.com.co/MHGGOIUYGFXCVHJ.html,2606:4700:3035::ac43:bdee,43,0,0.0,2.0,0.0
17008,2023-01-25 21:20:33,3.2,https://dev1.creationsbyedith.com/wp-content/landbank/login/,207.55.247.211,60,1,0.016666666666666666,4.0,0.0
17013,2023-01-25 21:20:25,3.7,https://conbseprologin.godaddysites.com/,76.223.105.230,40,0,0.0,1.0,0.0
17014,2023-01-25 21:20:21,6.0,https://coinbaseproxlogin.mystrikingly.com/,18.164.124.53,43,0,0.0,13.0,0.0
17015,2023-01-25 21:20:17,3.5,https://coieunbialueogin.godaddysites.com/,13.248.243.5,42,0,0.0,12.0,1.0
17031,2023-01-25 21:19:36,4.3,https://bio.site/offi,151.101.66.132,21,0,0.0,0.0,0.0
17043,2023-01-25 21:19:23,5.5,https://bafybeid724iydsbnw2zoft3svrxnhrqitawv2bptehavh7lc6dfzm4kb6e.ipfs.w3s.link/,2606:4700::6812:1734,82,11,0.13414634146341464,0.0,0.0
17081,2023-01-25 21:18:24,5.0,https://adclick.g.doubleclick.net/pcs/click?xai=AKAOjssRQ8QRiYQNPx87r7HYxnzFxFuql_Tj3NJLtnf7nNiyIvLD1qk8xP2RZnisSX-7G89WitaYTCUOqOKLzt8D47EOR_8kx-QUkgQNuERQkRrzdZ1PE0fqr5bEbRVv-FBucRjLoNODG64DpFhxnGMb3fSxKWve9fLAqGLVTTweaXQ8T81kRl2bQGzOKS_t_dKhErChc0uBdd5xbphh0NKqMQwOk62kyPOK0JWhiuh7-I2eaB66uHN4OUN8H15xY1d--gVJscdE9-LGP8bit4dqvbu29IaSYVDCmVl5pzDGPl6_wI47sa_a3S5z1ho409u2Ig&amp;amp;sig=Cg0ArKJSzBX_yrDqycm2EAE&amp;amp;fbs_aeid=[gw_fbsaeid]&amp;amp;urlfix=1&amp;amp;adurl=https://dweb.link/ipfs/QmbB6as6iXFiasj,142.250.65.226,510,63,0.12352941176470589,0.0,0.0
17085,2023-01-25 21:18:20,3.1,https://20kahkasha.github.io/Netflix-landing-page/,2606:50c0:8000::153,50,2,0.04,0.0,1.0
17094,2023-01-25 21:18:08,6.3,http://prismlabs.in/selon.one/g1cnjo/index/d-/xX2023Xx/2be08ed/Login.php,65.60.35.58,72,8,0.1111111111111111,1.0,0.0
17096,2023-01-25 21:18:04,3.0,http://peligrosfutbolsala.es/updation%202/index.html,31.200.242.27,52,3,0.057692307692307696,1.0,0.0
17112,2023-01-25 21:17:35,2.9,http://kent19.tv/das.php,92.205.8.227,24,2,0.08333333333333333,0.0,0.0
17115,2023-01-25 21:17:31,3.9,http://k5heavy.co.za/,154.0.163.43,21,1,0.047619047619047616,22.0,0.0
17116,2023-01-25 21:17:27,5.1,http://jr-software-web.net/telekom/ios/oauth2/index.php,138.219.41.210,55,1,0.01818181818181818,5.0,0.0
17123,2023-01-25 21:17:15,4.4,http://gonshichi.xsrv.jp/doc.html,183.181.98.119,33,0,0.0,0.0,0.0
17126,2023-01-25 21:17:11,2.8,http://eloquent-lederberg.45-81-232-18.plesk.page/,45.81.232.18,50,9,0.18,0.0,0.0
17133,2023-01-25 21:16:57,1.8,http://cuenbaseeeprolugenxxxxx.godaddysites.com/,76.223.105.230,48,0,0.0,1.0,0.0
17137,2023-01-25 21:16:51,5.3,http://chungo12345.hostfree.pw/,185.27.134.142,31,5,0.16129032258064516,0.0,0.0
17139,2023-01-25 21:16:48,4.9,http://btcommssuppraliveiuku.weebly.com/,199.34.228.53,40,0,0.0,3.0,0.0
17143,2023-01-25 21:16:35,1.0,http://att-accsupport-web.chapterandver.se/,206.189.64.92,43,0,0.0,0.0,0.0
17149,2023-01-25 21:16:27,2.5,http://ato-secure-storage-center.richeymortgageteam.com/index.html,69.49.244.31,66,0,0.0,0.0,0.0
17151,2023-01-25 21:16:25,2.9,http://atasteofsaigon.com/,69.49.244.168,26,0,0.0,0.0,0.0
17152,2023-01-25 21:16:24,4.9,http://at107115ycuupty63.weeblysite.com/,199.34.228.96,40,8,0.2,0.0,0.0
17160,2023-01-25 21:16:12,3.0,http://43.134.167.94/v3/signin/identifier?dsh=S1544229069:1674653132754210&continue=https://accounts.google.com/?&followup=https://accounts.google.com/?&passive=1209600&xrealip=107.178.238.60&flowName=GlifWebSignIn&flowEntry=ServiceLogin&ifkv=AWnogHdypa0h561qRvrcZD8PHa91ZN-eV6OTQ2P4zBariqerVnpjo_9EUm2ggyjFT3sfuuQLqSbwNw,43.134.167.94,321,68,0.2118380062305296,1.0,0.0
17164,2023-01-25 21:16:02,5.4,http://2026bet365x.com/,103.183.199.71,23,7,0.30434782608695654,0.0,0.0
17166,2023-01-25 21:15:58,4.9,http://15giga-aktivierung.flazio.com/,35.190.27.135,37,2,0.05405405405405406,2.0,0.0
17255,2023-01-25 18:09:29,4.5,http://myetherwallet.us.com/#,172.96.186.176,29,0,0.0,0.0,0.0
17257,2023-01-25 18:09:24,5.0,http://freenikah.in/koa.php,68.178.145.242,27,0,0.0,1.0,0.0
17265,2023-01-25 16:49:03,5.9,https://pontospri2.sslblindado.com/0495006/,187.17.111.96,43,8,0.18604651162790697,3.0,0.0
17271,2023-01-25 16:47:53,5.5,http://72.251.235.155/rt/dp/2,72.251.235.155,29,12,0.41379310344827586,0.0,0.0
17272,2023-01-25 16:47:52,5.1,http://72.251.235.155/rt/dp/1,72.251.235.155,29,12,0.41379310344827586,0.0,0.0
17283,2023-01-25 15:15:20,5.0,https://nacrostanding.com/0/0/0/ea147ee903d7675812875ea7247b9806/,193.25.219.201,65,27,0.4153846153846154,0.0,0.0
17286,2023-01-25 15:14:59,2.9,https://linkler.ru/connectivite-orange/neocities/org/PZwSDjtBdnD6,81.177.141.11,65,1,0.015384615384615385,1.0,0.0
17291,2023-01-25 15:14:28,2.2,https://connectivite-orange.neocities.org/,2620:2:6000::a:1,42,0,0.0,1.0,0.0
17296,2023-01-25 15:14:06,1.8,http://dzdzdzqaaaaa.hyperphp.com/?i=1,185.27.134.129,37,1,0.02702702702702703,0.0,0.0
17297,2023-01-25 15:14:05,3.9,http://dzdzdzqaaaaa.hyperphp.com/,185.27.134.129,33,0,0.0,0.0,0.0
17298,2023-01-25 15:14:04,4.4,http://dzdzdzdz.hyperphp.com/,185.27.134.134,29,0,0.0,0.0,0.0
17299,2023-01-25 15:14:03,2.3,http://cg97050.tw1.ru/DDDFF/orange/index.php,176.57.210.144,44,6,0.13636363636363635,25.0,0.0
17300,2023-01-25 15:14:01,5.8,http://ca99221.tw1.ru/httpdocs/login/ologin.php,176.57.210.144,47,6,0.1276595744680851,25.0,0.0
17301,2023-01-25 15:13:59,6.2,http://ca95148.tw1.ru/httpdocs/login/ologin.php,2a03:6f00:1::b039:d290,47,6,0.1276595744680851,25.0,0.0
17302,2023-01-25 15:13:52,5.4,http://2523663mpppp.hyperphp.com/,185.27.134.57,33,7,0.21212121212121213,0.0,0.0
17303,2023-01-25 13:44:31,4.5,https://zclub.app/airdrop/,99.84.37.16,26,0,0.0,10.0,0.0
