,Date_Time,Score,URL,IP,Length,digits,digit_ratio,Hyperlinks,Sus_Words
15819,2023-01-30 09:14:39,3.3,http://resetdevsynchronized.com/wallet-gateway/connect,84.21.172.42,54,0,0.0,10.0,0.0
15831,2023-01-30 09:14:16,2.5,http://personalinjurylawyersnj.com/MyGov/,192.254.178.76,41,0,0.0,1.0,0.0
15835,2023-01-30 09:14:04,3.4,http://outlook144.yolasite.com/,104.18.1.251,31,3,0.0967741935483871,0.0,0.0
15837,2023-01-30 09:13:58,3.9,http://o5vvbn.webwave.dev/,185.30.124.158,26,1,0.038461538461538464,0.0,0.0
15838,2023-01-30 09:13:53,2.8,http://network-support.us/landing/form/96c02eb0-88b1-4f4f-9087-6b43a329f25e,52.87.91.100,75,22,0.29333333333333333,0.0,0.0
15843,2023-01-30 09:13:34,5.7,http://mfacebook-help-300317487599303.web.app/,2620:0:890::100,46,15,0.32608695652173914,0.0,0.0
15861,2023-01-30 09:12:57,2.8,http://jasim-al.github.io/Facebook,2606:50c0:8001::153,34,0,0.0,0.0,0.0
15862,2023-01-30 09:12:56,1.9,http://iyaqhh.webwave.dev/,185.30.124.158,26,0,0.0,1.0,2.0
15863,2023-01-30 09:12:54,4.0,http://itogroup-web-dot-sharefileexplorer.uk.r.appspot.com/,2607:f8b0:4004:c1b::99,59,0,0.0,0.0,0.0
15889,2023-01-30 09:12:02,3.9,http://clubdao.com.cn/,155.94.129.146,22,0,0.0,0.0,0.0
15893,2023-01-30 09:11:48,5.4,http://c1891727.ferozo.com/,2800:6c0:2::125,27,7,0.25925925925925924,0.0,0.0
15901,2023-01-30 09:11:34,5.4,http://blog.bcpekanbaru.online/NBG/ng/,203.161.184.100,38,0,0.0,0.0,0.0
15902,2023-01-30 09:11:31,5.4,http://bet988y.com/,185.90.62.155,19,3,0.15789473684210525,0.0,0.0
15903,2023-01-30 09:11:29,4.4,http://bcc.authlbersve.com/,109.234.164.220,27,0,0.0,1.0,0.0
15904,2023-01-30 09:11:26,5.0,http://bafybeifborfjeytulsx4ixjauiy4ikqsdqqlucvc6neg5kshuxjjrqup7u.ipfs.w3s.link/,104.18.23.52,81,6,0.07407407407407407,6.0,0.0
15910,2023-01-30 09:11:13,1.0,http://att-109191.square.site/,199.34.228.39,30,6,0.2,0.0,0.0
15911,2023-01-30 09:11:10,4.0,http://altiusinstitute.in/ss/g=uauxha5wRceI/bellzAll.php?email=,68.178.145.91,63,1,0.015873015873015872,1.0,0.0
15912,2023-01-30 09:11:08,4.5,http://agencenote009.firebaseapp.com/,2620:0:890::100,37,3,0.08108108108108109,1.0,0.0
15913,2023-01-30 09:11:07,5.0,http://91.239.125.28/postchs/sms.php,91.239.125.28,36,10,0.2777777777777778,0.0,0.0
15915,2023-01-30 09:11:04,5.0,http://5bet988.com/,185.90.62.155,19,4,0.21052631578947367,0.0,0.0
15916,2023-01-30 09:11:00,4.5,http://47.91.149.178/groups/explore/locations/106078429431815,47.91.149.178,61,25,0.4098360655737705,0.0,0.0
15920,2023-01-30 09:10:48,4.5,http://200344652189.kumpulbarengteman.my.id/repay.php,103.153.3.23,53,12,0.22641509433962265,1.0,0.0
15922,2023-01-30 09:10:41,4.5,http://123j123123.hostfree.pw/,185.27.134.204,30,9,0.3,0.0,0.0
15930,2023-01-30 07:50:46,1.1,https://substack.com/redirect/446f5693-36ee-4af8-a5ba-8801fb70f508?j=eyJ1IjoiMjJiZ2t5In0.Bbx84Ib6Dq4CEDCN0Y5cB8Xy_-Z4Mj8wbD1jQ__UkuI,2606:4700:4400::6812:21f5,132,35,0.26515151515151514,2.0,0.0
15931,2023-01-30 07:50:38,4.8,https://signin-opensea.blogspot.com/,2607:f8b0:4006:81c::2001,36,0,0.0,13.0,0.0
15940,2023-01-30 07:49:55,3.2,https://opensea.yahoosites.com/,67.195.197.33,31,0,0.0,7.0,2.0
15948,2023-01-30 07:49:45,3.7,https://opensea-io.github.io/,185.199.109.153,29,0,0.0,7.0,0.0
15977,2023-01-30 07:48:18,2.0,http://projectsnetfix.com,104.194.10.93,25,0,0.0,1.0,0.0
15983,2023-01-30 07:48:02,1.0,http://dexstatuschain.com,84.21.172.42,25,0,0.0,12.0,0.0
15984,2023-01-30 07:48:00,2.9,http://defisyncprotocol.com,199.33.112.228,27,0,0.0,7.0,0.0
15995,2023-01-30 06:12:45,1.5,https://demo3.cloudwp.dev/trial-9uztxw09/ONE/,151.139.128.10,45,4,0.08888888888888889,2.0,1.0
15997,2023-01-30 06:12:35,4.0,https://consentcdn.cookiebot.com/sdk/bc-v4.min.html,2600:1400:d:492::f09,51,1,0.0196078431372549,0.0,0.0
16008,2023-01-30 04:44:47,6.6,https://falcozfamily.com/blog/optus/optusnet/login/web.php,87.98.154.146,58,0,0.0,15.0,0.0
16009,2023-01-30 04:44:42,3.0,https://dominionovo3.com/?gclid=EAIaIQobChMI_-2Wt83q_AIV1cfICh1PNwbmEAAYASAAEgILYPD_BwE,2606:4700:3032::ac43:b370,87,6,0.06896551724137931,2.0,0.0
16012,2023-01-30 04:44:20,1.3,https://acesse-facil-portalcliente23.com/luiza/?userID=13&amp;uri=9XDqZtgUjGeTUQUG9AuHIsP/FRvOgbolDc3tD0hBzJw=,2606:4700:3032::ac43:bc49,110,8,0.07272727272727272,2.0,0.0
16015,2023-01-30 04:44:08,1.0,http://apps-seedify.org,45.130.41.89,23,0,0.0,21.0,0.0
16016,2023-01-30 03:20:45,2.5,https://www.sdbcverdf.com/update/,103.153.182.185,33,0,0.0,1.0,0.0
16021,2023-01-30 03:19:17,2.1,https://desenhoonline23.blogspot.com/?gclid=EAIaIQobChMIoePDqoTs_AIVgeDICh1cBQwJEAAYASAAEgK-ZvD_BwE,2607:f8b0:4006:81c::2001,99,3,0.030303030303030304,7.0,0.0
16022,2023-01-30 03:19:15,1.5,https://desenhesuafattura1.blogspot.com/?gclid=EAIaIQobChMI6c2mm6ju_AIVCumRCh3b8QC0EAAYAiAAEgISc_D_BwE,2607:f8b0:4006:81c::2001,102,7,0.06862745098039216,7.0,0.0
16030,2023-01-30 03:17:48,5.0,http://20.171.115.9/589458/422210y/product.php,20.171.115.9,46,21,0.45652173913043476,20.0,0.0
16045,2023-01-29 22:45:37,3.0,https://case-help-51983.top/,162.213.251.150,28,5,0.17857142857142858,1.0,0.0
16046,2023-01-29 22:45:27,3.8,https://bit.ly/seguridad-ING,67.199.248.10,28,0,0.0,2.0,0.0
16053,2023-01-29 21:29:42,2.8,http://www.sparindia.org/,65.20.75.226,25,0,0.0,20.0,0.0
16056,2023-01-29 21:29:26,4.7,http://www.robbalvey.com/forum/admin/mods/calendar/,66.71.242.194,51,0,0.0,0.0,0.0
16057,2023-01-29 21:29:25,4.0,http://www.picclick.fr/Platine-main-board-TPMSD309BP76-pour-tv-Blaupunkt-B40PW122BK-293936196090.html,54.176.32.72,101,22,0.21782178217821782,24.0,0.0
16060,2023-01-29 21:29:18,3.1,http://www.multiversebridge-connect.com/,163.44.242.16,40,0,0.0,1.0,0.0
16061,2023-01-29 21:29:14,1.9,http://www.denizdensevgi.net/9e8cc3089f7ce8af868e.php,190.14.39.217,53,11,0.20754716981132076,0.0,0.0
16062,2023-01-29 21:29:13,1.9,http://www.denizdensevgi.de/9e8cc3089f7ce8af868e.php,190.14.39.217,52,11,0.21153846153846154,0.0,0.0
16063,2023-01-29 21:29:10,1.9,http://www.dengyukj.com/inn.html,1.12.253.163,32,0,0.0,0.0,0.0
16065,2023-01-29 21:29:03,1.9,http://www.altiusinstitute.in/ss/UVaDzb9hq8DlSF/bellzAll.php?email=,68.178.145.91,67,2,0.029850746268656716,1.0,0.0
16066,2023-01-29 21:29:01,1.9,http://www.altiusinstitute.in/ss/ULCbHm4GIFEfns/bellzAll.php?email=,68.178.145.91,67,1,0.014925373134328358,1.0,0.0
16067,2023-01-29 21:28:59,1.9,http://www.altiusinstitute.in/ss/ULCbHm4GIFEfns/ba.php,68.178.145.91,54,1,0.018518518518518517,1.0,0.0
16068,2023-01-29 21:28:50,1.9,http://www.altiusinstitute.in/ss/H9ZRrEymoDx0eZ/bellzAll_err.php?email=,68.178.145.91,71,2,0.028169014084507043,1.0,0.0
16070,2023-01-29 21:28:46,1.9,http://whastsapap.com/,47.242.148.229,22,0,0.0,0.0,0.0
16074,2023-01-29 21:28:37,1.9,http://walletconnectlive.blogspot.com/,142.250.176.193,38,0,0.0,15.0,0.0
16075,2023-01-29 21:28:35,1.9,http://vr-securego.eu/volks/97505/Login.php,81.88.52.203,43,5,0.11627906976744186,0.0,0.0
16076,2023-01-29 21:28:34,1.9,http://verifyaccprotections2023myid.epizy.com/?i=1,185.27.134.140,50,5,0.1,0.0,0.0
16079,2023-01-29 21:28:04,1.9,http://u1921131.cp.regruhosting.ru/,31.31.198.179,35,7,0.2,17.0,0.0
16087,2023-01-29 21:27:43,4.5,http://tanbirk.github.io/NETFLIX-CLONE,2606:50c0:8002::153,38,0,0.0,0.0,1.0
16088,2023-01-29 21:27:42,6.0,http://t8880.com/,43.132.210.145,17,4,0.23529411764705882,25.0,0.0
16089,2023-01-29 21:27:38,3.4,https://yapap39668.wixsite.com/my-site,199.15.163.145,38,5,0.13157894736842105,1.0,0.0
16091,2023-01-29 21:27:36,6.7,https://xemaybaotin.vn/wp-content/litespeed/ccss/au/b582c03/Login.php,103.116.104.238,69,5,0.07246376811594203,15.0,0.0
16092,2023-01-29 21:27:34,5.8,https://xemaybaotin.vn/wp-content/litespeed/ccss/au/b582c03/,103.116.104.238,60,5,0.08333333333333333,15.0,0.0
16093,2023-01-29 21:27:31,4.3,https://xemaybaotin.vn/wp-content/litespeed/ccss/au/b582c03,103.116.104.238,59,5,0.0847457627118644,15.0,0.0
16094,2023-01-29 21:27:23,3.4,https://www.staticmemoriesphotography.ca/telstra/index.html,198.148.103.51,59,0,0.0,21.0,0.0
16098,2023-01-29 21:27:15,5.0,https://www.ndnmag.fr/en/ecac064ca0cc49b6ef0118a14924e99c/execution.html?validation=e1s1,46.182.4.120,88,20,0.22727272727272727,0.0,0.0
16099,2023-01-29 21:27:13,5.0,https://www.ndnmag.fr/en/cd4eb449439712dc90df0dcff5ae6df2/execution.html?validation=e1s1,46.182.4.120,88,18,0.20454545454545456,0.0,0.0
16100,2023-01-29 21:27:11,5.0,https://www.ndnmag.fr/en/c5d7ab5e15cd752ed3d7f730d55c00b3/execution.html?validation=e1s1,46.182.4.120,88,20,0.22727272727272727,0.0,0.0
16102,2023-01-29 21:27:08,5.0,https://www.ndnmag.fr/en/b9ba56d670986d766cb5ff0cfd879ddb/execution.html?validation=e1s1,46.182.4.120,88,19,0.2159090909090909,0.0,0.0
16103,2023-01-29 21:27:06,5.0,https://www.ndnmag.fr/en/a212a8ae653eca6efcff7414b61cffca/execution.html?validation=e1s1,46.182.4.120,88,16,0.18181818181818182,0.0,0.0
16104,2023-01-29 21:27:04,5.0,https://www.ndnmag.fr/en/9649d7e75bda5abecaad66f371278b73/execution.html?validation=e1s1,46.182.4.120,88,20,0.22727272727272727,0.0,0.0
16105,2023-01-29 21:27:03,5.0,https://www.ndnmag.fr/en/80a85e5aa02ac554efae40f20d243456/execution.html?validation=e1s1,46.182.4.120,88,22,0.25,0.0,0.0
16107,2023-01-29 21:26:59,5.0,https://www.ndnmag.fr/en/63a11e38ea9b6c6d610aa7c0d7314123/execution.html?validation=e1s1,46.182.4.120,88,23,0.26136363636363635,0.0,0.0
16108,2023-01-29 21:26:58,5.0,https://www.ndnmag.fr/en/58beb503b68fb12161a43f2c4b4397e9/execution.html?validation=e1s1,46.182.4.120,88,23,0.26136363636363635,0.0,0.0
16109,2023-01-29 21:26:56,5.0,https://www.ndnmag.fr/en/5885bd44b4c8590e2d42eef04bb0cb74/execution.html?validation=e1s1,46.182.4.120,88,21,0.23863636363636365,0.0,0.0
16110,2023-01-29 21:26:55,5.0,https://www.ndnmag.fr/en/54d0e9566e5d4fa3fd478166489898f3/execution.html?validation=e1s1,46.182.4.120,88,25,0.2840909090909091,0.0,0.0
16111,2023-01-29 21:26:53,5.0,https://www.ndnmag.fr/en/54451e457e7550c3b656538c81ce8aa6/execution.html?validation=e1s1,46.182.4.120,88,25,0.2840909090909091,0.0,0.0
16112,2023-01-29 21:26:52,5.0,https://www.ndnmag.fr/en/454475f886b13aabd6a9319f879b714e/execution.html?validation=e1s1,46.182.4.120,88,24,0.2727272727272727,0.0,0.0
16113,2023-01-29 21:26:50,5.0,https://www.ndnmag.fr/en/2e7ed5760db897363d213d7fe0dc1755/execution.html?validation=e1s1,46.182.4.120,88,23,0.26136363636363635,0.0,0.0
16114,2023-01-29 21:26:48,5.0,https://www.ndnmag.fr/en/2a930223a4c45844a18b2d09d32d7097/execution.html?validation=e1s1,46.182.4.120,88,26,0.29545454545454547,0.0,0.0
16115,2023-01-29 21:26:46,5.0,https://www.ndnmag.fr/en/275a23a807c2f89db607b3aeedf44726/execution.html?validation=e1s1,46.182.4.120,88,22,0.25,0.0,0.0
16116,2023-01-29 21:26:44,5.0,https://www.ndnmag.fr/en/2324ccc1a38c54edfe8f3f161faced27/execution.html?validation=e1s1,46.182.4.120,88,18,0.20454545454545456,0.0,0.0
16117,2023-01-29 21:26:43,5.0,https://www.ndnmag.fr/en/0fe5fc705c19d30c20009c08a0383198/execution.html?validation=e1s1,46.182.4.120,88,25,0.2840909090909091,0.0,0.0
16118,2023-01-29 21:26:41,5.0,https://www.ndnmag.fr/en/09905792936f1deb18f47db204eaa3ed/execution.html?validation=e1s1,46.182.4.120,88,22,0.25,0.0,0.0
16119,2023-01-29 21:26:39,5.0,https://www.ndnmag.fr/en/0180f20c660c4b1d7b0c86ab84334bcf/execution.html?validation=e1s1,46.182.4.120,88,22,0.25,0.0,0.0
16121,2023-01-29 21:26:36,3.6,https://www.invisiblefriendsmintnft.com/metamask/index.html,2001:41d0:301:3::28,59,0,0.0,0.0,0.0
16132,2023-01-29 21:26:12,2.6,https://votrefixemobile.wixsite.com/my-site,199.15.163.145,43,0,0.0,1.0,0.0
16144,2023-01-29 21:25:47,5.4,http://steelbim.pt/wp,109.71.43.187,21,0,0.0,23.0,0.0
16147,2023-01-29 21:25:34,4.0,https://sushmita10062002.github.io/netflixclonefrontend,185.199.111.153,55,8,0.14545454545454545,0.0,0.0
16148,2023-01-29 21:25:31,6.5,https://stharekh.github.io/Facebook.clone/,2606:50c0:8003::153,42,0,0.0,6.0,0.0
16156,2023-01-29 21:25:17,6.4,https://steamcommunitiy.com/638292024683291037382191,185.149.120.5,52,24,0.46153846153846156,25.0,0.0
16161,2023-01-29 21:25:07,2.2,https://staticmemoriesphotography.ca/telstra/index.html,198.148.103.51,55,0,0.0,21.0,0.0
16173,2023-01-29 21:24:38,5.0,https://sfrmailer-info.weebly.com/,199.34.228.54,34,0,0.0,4.0,0.0
16174,2023-01-29 21:24:36,7.0,https://services.cava.tn/so-groupes-fr/accieuil/de948f3e8f49f34be32665d634187484,2606:4700:20::681a:215,80,23,0.2875,1.0,0.0
16175,2023-01-29 21:24:24,3.8,https://schwab.bynder.com/default/redirectToken/E2E0B7E5-BE05-4140-8CFF5D,52.23.144.138,73,12,0.1643835616438356,3.0,1.0
16176,2023-01-29 21:24:23,5.2,https://sawahair.com/raifesen/online/api/pwd/ebnking/id/index.html,47.243.128.236,66,0,0.0,2.0,1.0
16179,2023-01-29 21:24:15,5.0,https://robbalvey.com/forum/admin/mods/calendar/backups/update,66.71.242.194,62,0,0.0,0.0,1.0
16181,2023-01-29 21:24:13,6.0,https://rahulnath29.github.io/netflixClone.github.io,2606:50c0:8001::153,52,2,0.038461538461538464,0.0,1.0
16184,2023-01-29 21:24:08,3.0,https://pras.batllecard.com/rewards.php,2606:4700:3030::6815:5973,39,0,0.0,2.0,0.0
16185,2023-01-29 21:24:05,5.5,https://pras.batllecard.com/index.php,2606:4700:3030::6815:5973,37,0,0.0,2.0,0.0
16186,2023-01-29 21:24:02,3.6,https://pras.batllecard.com/,104.21.89.115,28,0,0.0,2.0,0.0
16187,2023-01-29 21:23:59,3.5,https://pragatimehra.github.io/netflix,185.199.108.153,38,0,0.0,0.0,1.0
16209,2023-01-29 21:23:08,3.6,https://netflix.jayden.hu/,76.76.21.21,26,0,0.0,0.0,0.0
16210,2023-01-29 21:23:06,5.7,http://sms-fixe-mobile.weebly.com/,199.34.228.53,34,0,0.0,8.0,0.0
16212,2023-01-29 21:22:53,4.1,https://mayank812.github.io/netflix-landing-page-clone,185.199.110.153,54,3,0.05555555555555555,0.0,1.0
16214,2023-01-29 21:22:45,5.0,https://kuli.festivals7.com/,172.67.180.168,28,1,0.03571428571428571,2.0,0.0
16222,2023-01-29 21:22:26,4.1,http://sgctech.co.kr/AsaMall/makeup/index.html,110.45.144.173,46,0,0.0,0.0,0.0
16232,2023-01-29 21:22:04,4.4,http://servicemail-orange9.wixsite.com/password,199.15.163.135,47,1,0.02127659574468085,1.0,0.0
16233,2023-01-29 21:21:59,5.2,http://secure-ficoh.hostfree.pw/,185.27.134.129,32,0,0.0,0.0,0.0
16241,2023-01-29 21:21:38,4.0,https://debmi.github.io/fggg,2606:50c0:8003::153,28,0,0.0,0.0,0.0
16252,2023-01-29 21:20:59,5.6,https://bet988u.com/,185.90.62.155,20,3,0.15,0.0,0.0
16253,2023-01-29 21:20:56,5.6,https://bet988n.com/,185.90.62.155,20,3,0.15,0.0,0.0
16254,2023-01-29 21:20:54,4.1,https://bet810d.com/,185.90.62.155,20,3,0.15,0.0,0.0
16255,2023-01-29 21:20:51,1.8,https://bankoffamerricaloginerror.8yyeiuuiwoioiwoie.workers.dev/,2606:4700:3030::ac43:ca17,64,1,0.015625,2.0,0.0
16256,2023-01-29 21:20:50,6.0,https://bafybeielzpzxqgmu47dtgvlnjswsmrrofojdr2bzww3jcp6r2ehzninhlq.ipfs.dweb.link/paste.html,209.94.90.1,93,6,0.06451612903225806,0.0,0.0
16264,2023-01-29 21:20:30,3.0,https://acesse-facil-portalcliente23.com/luiza/?userID=13&uri=8pKV8P2a,2606:4700:3032::ac43:bc49,70,7,0.1,2.0,0.0
16266,2023-01-29 21:20:26,5.1,https://5365wang.xyz/,104.208.112.156,21,4,0.19047619047619047,0.0,0.0
16268,2023-01-29 21:20:21,5.1,https://1to100yt.github.io/www.netflix.com,185.199.108.153,42,4,0.09523809523809523,0.0,1.0
16271,2023-01-29 21:20:16,4.0,http://ryanml.github.io/website,2606:50c0:8000::153,31,0,0.0,24.0,1.0
16272,2023-01-29 21:20:14,2.5,http://round-waterfall-0a28onedrive.x1769803359.workers.dev/,2606:4700:3030::ac43:8212,60,13,0.21666666666666667,2.0,0.0
16274,2023-01-29 21:20:10,5.2,http://rentexchangeph.com/server5465386873,166.62.6.144,42,10,0.23809523809523808,16.0,0.0
16275,2023-01-29 21:20:08,3.5,http://reactivate-device-au.firebaseapp.com/,199.36.158.100,44,0,0.0,0.0,0.0
16276,2023-01-29 21:20:06,5.0,http://pranshu321.github.io/Facebook-Login-Page-Clone,2606:50c0:8002::153,53,3,0.05660377358490566,0.0,0.0
16279,2023-01-29 21:19:59,5.3,http://peringatanfacebook90.wixsite.com/facebook/copy-of-sign-in,199.15.163.145,64,2,0.03125,10.0,0.0
16280,2023-01-29 21:19:58,3.3,http://pdfdocument1-9242.web.app/,2620:0:890::100,33,5,0.15151515151515152,0.0,0.0
16281,2023-01-29 21:19:57,2.8,http://paypal.idkit.co/,3.105.80.150,23,0,0.0,0.0,0.0
16284,2023-01-29 21:19:42,4.5,http://outlook115.yolasite.com/,2606:4700::6812:fb,31,3,0.0967741935483871,1.0,0.0
16285,2023-01-29 21:19:41,4.3,http://or-obaidullah.github.io/facebook-login-page,2606:50c0:8000::153,50,0,0.0,1.0,0.0
16287,2023-01-29 21:19:39,3.5,http://network-support.us/landing/form/25eed5e4-0c0d-4eb3-a482-bc752e6a66c8,52.87.91.100,75,18,0.24,0.0,0.0
16290,2023-01-29 21:19:34,3.4,http://messageriepro33.wixsite.com/login-orange,199.15.163.135,47,2,0.0425531914893617,1.0,0.0
16291,2023-01-29 21:19:33,4.1,http://mdsumonkhancse.github.io/Facebook-Clone-Just-For-Funny,185.199.110.153,61,0,0.0,2.0,0.0
16293,2023-01-29 21:19:31,2.0,http://lumiereporte9.wixsite.com/my-site,199.15.163.135,40,1,0.025,1.0,0.0
16294,2023-01-29 21:19:30,5.6,http://luck35.cc/,20.187.107.43,17,2,0.11764705882352941,0.0,0.0
16295,2023-01-29 21:19:27,2.0,http://lucdur4.wixsite.com/my-site,199.15.163.135,34,1,0.029411764705882353,1.0,0.0
16299,2023-01-29 21:19:21,2.5,http://le-site-web-de-enzo.yolasite.com/,104.18.1.251,40,0,0.0,0.0,0.0
16300,2023-01-29 21:19:20,2.9,http://laykoinze.cloudaccess.host/DanichSwisse/index.htm,2607:1b00:93b2:e42c::2773,56,0,0.0,2.0,0.0
16302,2023-01-29 21:19:15,4.4,http://isteyaque-ali.github.io/Isteyaque-Newton-School-Nov-Batch-Projects,2606:50c0:8000::153,73,0,0.0,3.0,0.0
16304,2023-01-29 21:19:12,3.1,http://inivisiblefriendsnft.com/metamask/index.html,92.222.139.190,51,0,0.0,0.0,0.0
16305,2023-01-29 21:19:10,2.1,http://hypoxisaurea.github.io/sparta_netflix_clone_coding,2606:50c0:8003::153,57,0,0.0,18.0,0.0
16306,2023-01-29 21:19:09,4.7,http://hyibatt.weebly.com/,199.34.228.53,26,0,0.0,10.0,0.0
16307,2023-01-29 21:19:08,4.5,http://hupatente.com/,168.119.136.101,21,0,0.0,1.0,0.0
16309,2023-01-29 21:19:04,5.8,http://httpharoldhazard1-wixsite-com.filesusr.com/html/3ff7c4_39f5e951394368f9e49c63fbf3166add.html,34.102.176.152,99,25,0.25252525252525254,25.0,1.0
16313,2023-01-29 21:18:55,2.5,http://goldinshop.easy.co/,151.101.130.236,26,0,0.0,22.0,0.0
16315,2023-01-29 21:18:51,3.7,http://geminirologin.godaddysites.com/,76.223.105.230,38,0,0.0,1.0,1.0
16322,2023-01-29 21:18:42,3.9,http://facebooklogin.yahoosites.com/,67.195.197.33,36,0,0.0,14.0,4.0
16327,2023-01-29 21:18:35,2.0,http://did57sauveton.wixsite.com/my-site,199.15.163.135,40,2,0.05,7.0,0.0
16332,2023-01-29 21:18:21,5.1,http://ct51347.tw1.ru//agricolenouvelleAPP-Nous2022/Client/dep.html,176.57.210.144,67,10,0.14925373134328357,25.0,0.0
16333,2023-01-29 21:18:19,1.6,http://cressaquitaine.org/e-carte-bleue-banque-postale,109.234.161.209,54,0,0.0,25.0,0.0
16344,2023-01-29 21:18:00,4.3,http://blockstreameam.com/,156.236.71.16,26,0,0.0,25.0,0.0
16345,2023-01-29 21:17:57,2.5,http://blackfi-logi-t.godaddysites.com/,76.223.105.230,39,0,0.0,1.0,2.0
16346,2023-01-29 21:17:56,4.4,http://bit.ly/3Hkbg4U,67.199.248.10,21,2,0.09523809523809523,2.0,0.0
16348,2023-01-29 21:17:53,1.9,http://bet988z.com/Content/custom/newindex/loop2011.swf,185.90.62.155,55,7,0.12727272727272726,0.0,0.0
16349,2023-01-29 21:17:50,1.8,http://bet988y.com/wp-includes/admin,185.90.62.155,36,3,0.08333333333333333,0.0,0.0
16350,2023-01-29 21:17:49,1.8,http://bet988y.com/wp-admin/admin,185.90.62.155,33,3,0.09090909090909091,0.0,0.0
16351,2023-01-29 21:17:46,5.4,http://bet988y.com/Content/www.php,185.90.62.155,34,3,0.08823529411764706,0.0,0.0
16352,2023-01-29 21:17:44,4.4,http://bet988y.com/Content/test.php,185.90.62.155,35,3,0.08571428571428572,0.0,0.0
16353,2023-01-29 21:17:42,1.9,http://bet988.xyz/Content/custom/newindex/loop2011.swf,185.90.62.155,54,7,0.12962962962962962,0.0,0.0
16354,2023-01-29 21:17:39,4.9,http://bet988.xyz/,185.90.62.155,18,3,0.16666666666666666,0.0,0.0
16355,2023-01-29 21:17:36,5.4,http://bet988s.com/Home,185.90.62.155,23,3,0.13043478260869565,0.0,0.0
16356,2023-01-29 21:17:33,4.9,http://bet988r.com/Custom/Home,185.90.62.155,30,3,0.1,0.0,0.0
16357,2023-01-29 21:17:31,5.4,http://bet988r.com/,185.90.62.155,19,3,0.15789473684210525,0.0,0.0
16358,2023-01-29 21:17:28,5.4,http://bet988j.com/Home,185.90.62.155,23,3,0.13043478260869565,0.0,0.0
16359,2023-01-29 21:17:25,5.4,http://bet988h.com/Home,185.90.62.155,23,3,0.13043478260869565,0.0,0.0
16360,2023-01-29 21:17:23,4.9,http://bet988h.com/Custom/Home,185.90.62.155,30,3,0.1,0.0,0.0
16361,2023-01-29 21:17:20,1.9,http://bet988h.com/Content/custom/newindex/loop2011.swf,185.90.62.155,55,7,0.12727272727272726,0.0,0.0
16362,2023-01-29 21:17:17,1.4,http://bet988h.com/admin/index,185.90.62.155,30,3,0.1,0.0,0.0
16363,2023-01-29 21:17:14,4.9,http://bet988f.com/Custom/Home,185.90.62.155,30,3,0.1,0.0,0.0
16364,2023-01-29 21:17:11,1.9,http://bet988f.com/Content/custom/newindex/loop2011.swf,185.90.62.155,55,7,0.12727272727272726,0.0,0.0
16365,2023-01-29 21:17:08,1.4,http://bet988d.com/images/admin,185.90.62.155,31,3,0.0967741935483871,0.0,0.0
16366,2023-01-29 21:17:05,1.4,http://bet988d.com/images,185.90.62.155,25,3,0.12,0.0,0.0
16367,2023-01-29 21:17:02,5.4,http://bet810.net/css/1.php,185.90.62.155,27,4,0.14814814814814814,0.0,0.0
16368,2023-01-29 21:16:59,5.4,http://bet810b.com/Content/www.php,185.90.62.155,34,3,0.08823529411764706,0.0,0.0
16371,2023-01-29 21:16:53,5.4,http://bcp22online.atsnx.com/,185.27.134.217,29,2,0.06896551724137931,0.0,0.0
16372,2023-01-29 21:16:52,2.7,http://bangkom.bandungkab.go.id/Docusign,103.253.107.15,40,0,0.0,0.0,0.0
16373,2023-01-29 21:16:49,3.6,http://bafybeibojf2cnp64b5nqjpirqgtug2jaofeq5ho2r6dkquf5gewofpnswu.ipfs.dweb.link/,2602:fea2:2::1,82,9,0.10975609756097561,0.0,0.0
16374,2023-01-29 21:16:47,2.1,http://bafybeibfdhpvd6m4trp5pdjuxg3hdqxs2vbpzagv7i5dyxutr3yotegrda.ipfs.dweb.link/,2602:fea2:2::1,82,8,0.0975609756097561,6.0,0.0
16375,2023-01-29 21:16:46,4.5,http://bafkreifkg6zmty2ymgdvc3vllprkmsenorahsiw2zxfsdhp5x2rcpjoop4.ipfs.dweb.link/,209.94.90.1,82,7,0.08536585365853659,0.0,0.0
16378,2023-01-29 21:16:36,2.8,http://avnyaswanth.github.io/netflixlandingpageclone,185.199.109.153,52,0,0.0,0.0,1.0
16379,2023-01-29 21:16:35,4.4,http://att-104637.weeblysite.com/,199.34.228.97,33,6,0.18181818181818182,0.0,0.0
16380,2023-01-29 21:16:33,3.9,http://att-104126.weeblysite.com/,199.34.228.97,33,6,0.18181818181818182,0.0,0.0
16382,2023-01-29 21:16:30,1.9,http://apple-card-review.web.app/,199.36.158.100,33,0,0.0,0.0,0.0
16386,2023-01-29 21:16:25,1.4,http://amazon-transportation.services/,103.104.74.204,38,0,0.0,18.0,0.0
16388,2023-01-29 21:16:17,2.8,http://advance-coinbase.com/,185.38.142.115,28,0,0.0,0.0,0.0
16389,2023-01-29 21:16:11,4.0,http://adiraneazkuenaga.es/cn/en.php?rand=13InboxLightaspxn.1774256418&fid.4.1252899642&fid=1&fav.1&rand.13InboxLight.aspxn.1774256418&fid.1252899642&fid.1&fav.1&email=&.rand=13InboxLight.aspx?n=1774256418&fid=4,87.98.231.3,211,62,0.2938388625592417,1.0,0.0
